Price,Address,Beds,Baths,Footage,Type
"€375,000","55 St Mary's Road, East Wall, Dublin 3",3 Bed,2 Bath,104 m²,Terrace
"€195,000","1 Applewood Court, Applewood, Swords, Co. Dublin",1 Bed,1 Bath,49 m²,Apartment
"€265,000","50 Saint John's Close, Clondalkin, Clondalkin, Dublin 22",2 Bed,1 Bath,N/A,Bungalow
"€269,950","Apartment 182, Block C, Lymewood Mews, Northwood, Santry, Dublin 9",2 Bed,2 Bath,N/A,Apartment
"€230,000","44 Rossmore Road, Ballyfermot, Dublin 10",2 Bed,1 Bath,78 m²,Terrace
"€3,500,000","15 Edward Square, Bloomfield Avenue, Donnybrook, Dublin 4",4 Bed,4 Bath,382 m²,Terrace
"€215,000","20 Brabazon Square, The Coombe, Dublin 8",2 Bed,1 Bath,35 m²,Terrace
"€525,000","15 Riverwood Green, Castleknock, Castleknock, Dublin 15",3 Bed,3 Bath,117 m²,Semi-D
"€575,000","13 Saint Mary's Street, Dun Laoghaire, Co. Dublin",2 Bed,1 Bath,86 m²,Terrace
"€575,000","9 Saint Thomas Road, South Circular Road, South Circular Road, Dublin 8",3 Bed,2 Bath,91 m²,End of Terrace
"€450,000","Apartment G, Coliemore Apartments, Dalkey, Co. Dublin",1 Bed,1 Bath,74 m²,Apartment
"€795,000","11 Knockcree, Carrickmines, Dublin 18",5 Bed,3 Bath,226 m²,Semi-D
"€395,000","58 Beechwood Court, Stillorgan, Co. Dublin",2 Bed,2 Bath,65 m²,Apartment
"€320,000","131 Windmill Park, Crumlin, D12X6X2, Dublin 12",3 Bed,2 Bath,N/A,Semi-D
"€365,000","10 Northbrook Avenue Upper, North Strand, Dublin 3",3 Bed,1 Bath,80 m²,Terrace
"€150,000","16 Carrigmore Grove, Aylesbury, Tallaght, Dublin 24",N/A,N/A,N/A,Site
"€300,000","2 Carrigmore Park, Tallaght, Dublin 24",N/A,N/A,N/A,Site
"€529,950","Apartment 30, Belville Court, Johnstown Road, Dun Laoghaire, Co. Dublin",3 Bed,2 Bath,93 m²,Apartment
"€235,000","Apartment 59, Pier 19, Dublin 8",1 Bed,1 Bath,45 m²,Apartment
"€395,000","135 St Saint Columbanus Road, Dundrum, Dublin 14",2 Bed,1 Bath,65 m²,End of Terrace
"€450,000","6 Rathsallagh Grove, Shankill, Dublin 18",4 Bed,4 Bath,114 m²,End of Terrace
"€450,000","26 Riverwood Grove, Castleknock, Dublin 15",3 Bed,3 Bath,98 m²,Semi-D
"€395,000","Apartment 107, Block A Grande Central, Rockbrook, Sandyford, Dublin 18",2 Bed,2 Bath,79 m²,Apartment
"€395,000","51 Balfe Road, Walkinstown, Walkinstown, Dublin 12",3 Bed,1 Bath,80 m²,Semi-D
"€625,000","2B Woodlands Road, Cabinteely, Dublin 18",3 Bed,2 Bath,120 m²,Detached
"€425,000","3 Convent Road, Dun Laoghaire, Co. Dublin",2 Bed,2 Bath,65 m²,Terrace
"€465,000","72 Park Drive Green, Castleknock, Dublin 15",3 Bed,2 Bath,84 m²,Terrace
"€279,000","Apartment 6, Manor Hall, Mount Brown, Kilmainham, Dublin 8",2 Bed,1 Bath,N/A,Apartment
"€240,000","Apartment 39, Westend Village, Blanchardstown, Dublin 15",2 Bed,1 Bath,N/A,Apartment
"€275,000","Apartment 22, Cedar Place, Swords, Co. Dublin",2 Bed,1 Bath,68 m²,Apartment
"€295,000","Apartment 11, Burnell Court, Mayne River Avenue, Clarehall, Dublin 13",2 Bed,2 Bath,66 m²,Apartment
"€625,000","20 Fonthill Park, Rathfarnham, Rathfarnham, Dublin 14",4 Bed,2 Bath,144 m²,Semi-D
"€280,000","Apartment 82, The Gallery, Donabate, Co. Dublin",2 Bed,2 Bath,75 m²,Apartment
"€549,950","61 Rathlyon Grove, Ballycullen, Dublin 24",5 Bed,3 Bath,N/A,Semi-D
"€475,000","21 Burton House, Custom House Square, IFSC, Dublin 1",2 Bed,2 Bath,N/A,Apartment
"€290,000","Apartment 181, Block C, Santry, Dublin 9",2 Bed,2 Bath,75 m²,Apartment
"€299,950","485A Bluebell Avenue, Bluebell, Bluebell, Dublin 12",3 Bed,2 Bath,N/A,Semi-D
"€295,000","51 Mulroy Road, Cabra West, Cabra, Dublin 7",2 Bed,1 Bath,N/A,Semi-D
"€495,000","1 Glasilawn Avenue, Glasnevin, Glasnevin, Dublin 11",3 Bed,1 Bath,115 m²,End of Terrace
"€350,000","26 Saint John's Gate, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,138 m²,Semi-D
"€415,000","21 Seamount, Booterstown, Co. Dublin",2 Bed,2 Bath,71 m²,Apartment
"€545,000","244 Foxrock Grove, Foxrock, Dublin 18",2 Bed,1 Bath,67 m²,Semi-D
"€400,000","3 Moss Cottages, Enniskerry Road, Kilternan, Dublin 18",2 Bed,1 Bath,72 m²,Bungalow
"€780,000","Ivanhoe, Bird Avenue, Clonskeagh, Dublin 14",3 Bed,1 Bath,105 m²,Semi-D
"€395,000","74 Cherrywood, Loughlinstown, Co. Dublin",2 Bed,1 Bath,69 m²,Bungalow
"€550,000","59 Brookwood Avenue, Artane, Artane, Dublin 5",3 Bed,2 Bath,100 m²,End of Terrace
"€465,000","""Ellwood"", Portrane Road, Donabate, Co. Dublin",2 Bed,1 Bath,N/A,Detached
"€250,000","1 Collegefort, Castleknock, Castleknock, Dublin 15",2 Bed,1 Bath,N/A,Apartment
"€325,000","33 Clanmaurice Road, Donnycarney, Dublin 3",3 Bed,1 Bath,73 m²,Semi-D
"€299,000","356 Captains Road, Crumlin, Dublin 12",2 Bed,1 Bath,N/A,Terrace
"€575,000","53 Willington Crescent, Templeogue, Dublin 6W",3 Bed,1 Bath,N/A,Semi-D
"€595,000","52 Woodview Mount Merrion Avenue Blackrock, Blackrock, Co. Dublin",2 Bed,2 Bath,76 m²,Apartment
"€745,000","7 Clonkeen Drive Foxrock Dublin 18, Foxrock, Dublin 18",4 Bed,1 Bath,138 m²,Semi-D
"€550,000","18 Arkendale Woods Arkendale Road Glenageary, Glenageary, Co. Dublin",3 Bed,2 Bath,80 m²,Terrace
"€355,000","Apartment 1, Littlewood, Belarmine Avenue, Stepaside, Dublin 18",2 Bed,2 Bath,79 m²,Apartment
"€370,000","35 Saint Mochta's Road, Clonsilla, Dublin 15",3 Bed,2 Bath,98 m²,Semi-D
"€695,000","The Shanty, Slievethoul, Brittas, Co. Dublin",4 Bed,3 Bath,223 m²,Detached
"€295,000","6 Boulevard, Ballentree Village, Tyrrelstown, Dublin 15",4 Bed,3 Bath,120 m²,Terrace
"€975,000","28 Ardagh Crescent, Blackrock, Co. Dublin",4 Bed,3 Bath,203 m²,Semi-D
"€225,000","4B Rainsford Avenue, Dublin 8",1 Bed,1 Bath,40 m²,Apartment
"€295,000","4 Boulevard, Ballentree Village, Tyrrelstown, Dublin 15",4 Bed,3 Bath,N/A,End of Terrace
"€199,950","Apartment 5, Rosebank View, Ninth Lock Road, Clondalkin, Dublin 22",2 Bed,2 Bath,67 m²,Apartment
"€475,000","53 Marrsfield Avenue, Belltree, Clongriffin, Dublin 13",4 Bed,2 Bath,138 m²,End of Terrace
"€220,000","63A Belcamp Avenue, Coolock, Priorswood, Dublin 17",3 Bed,2 Bath,93 m²,End of Terrace
"€840,000","17 Greenmount Court, Harold's Cross Road, Harold's Cross, Dublin 6",3 Bed,3 Bath,140 m²,Terrace
"€370,000","Apartment 45, Mountfield Park, Malahide, Co. Dublin",2 Bed,2 Bath,75 m²,Apartment
"€690,000","125 Ardilaun, Portmarnock, Co. Dublin",4 Bed,3 Bath,150 m²,Semi-D
"€390,000","4 Burn Side, Magenta Crescent, Santry, Dublin 9",3 Bed,3 Bath,82 m²,End of Terrace
"€420,000","31 Mount Symon Lawn, Clonsilla, Clonsilla, Dublin 15",4 Bed,3 Bath,133 m²,Semi-D
"€400,000","12 Portersgate Drive, Clonsilla, Clonsilla, Dublin 15",4 Bed,3 Bath,145 m²,Semi-D
"€290,000","73 Maplewood Park, Springfield, Tallaght, Dublin 24",3 Bed,1 Bath,79 m²,End of Terrace
"€1,100,000","52 Foxrock Manor, Foxrock, Dublin 18",4 Bed,3 Bath,155 m²,Detached
"€445,000","15 Hazelbrook, Upper Kilmacud Road, Kilmacud, Co. Dublin",2 Bed,2 Bath,75 m²,Apartment
"€295,000","Chimneys, 32 Alpine Rise, Belgard, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,96 m²,Detached
"€400,000","485 North Circular Road, Dublin 7",3 Bed,1 Bath,106 m²,End of Terrace
"€2,500,000","Saint Christophers, 101 Howth Road, Howth, Dublin 13",5 Bed,6 Bath,400 m²,Detached
"€350,000","30 Pineview Rise, Aylesbury, Tallaght, Dublin 24",3 Bed,1 Bath,88 m²,Detached
"€485,000","14 Leopardstown Abbey, Carrickmines, Leopardstown, Dublin 18",4 Bed,3 Bath,119 m²,Detached
"€299,950","208 Beacon One, Sandyford, Dublin 18",1 Bed,1 Bath,N/A,Apartment
"€195,000","Apartment 5, Chapel Place, Balbriggan, Co. Dublin",2 Bed,2 Bath,74 m²,Apartment
"€390,000","54 Castlemoyne, Balgriffin, Balgriffin, Dublin 13",3 Bed,3 Bath,117 m²,Terrace
"€345,000","Apartment 68, 25 Wolfe Tone Street, Dublin 1",2 Bed,1 Bath,60 m²,Apartment
"€370,000","12 Hollywell, Poppintree Park Lane West, Poppintree, Dublin 11",4 Bed,3 Bath,116 m²,Terrace
"€995,000","9 Monkstown Road, Monkstown, Co. Dublin",4 Bed,3 Bath,N/A,End of Terrace
"€495,000","295 Nutgrove Avenue, Churchtown, Dublin 14",3 Bed,1 Bath,80 m²,End of Terrace
"€835,000","11 Avondale Lawn, Blackrock, Co. Dublin",4 Bed,1 Bath,131 m²,Semi-D
"€675,000","2 Orchardstown House, Washington Lane, Rathfarnham, Dublin 14",3 Bed,2 Bath,124 m²,Semi-D
"€99,950","Rear of 504 North Circular Road, Dublin 1",N/A,N/A,N/A,Site
"€290,000","4 Woodford Villas, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,N/A,Semi-D
"€450,000","1, Verville Court, Vernon Avenue, Clontarf, Dublin 3",3 Bed,2 Bath,112 m²,End of Terrace
"€345,000","418 Olcovar, Shankill, Dublin 18",2 Bed,2 Bath,66 m²,Apartment
"€875,000","40 Elkwood, Rathfarnham, Dublin 16",4 Bed,4 Bath,172 m²,Detached
"€625,000","73 Greentrees Road, Manor Estate, Perrystown, Dublin 12",5 Bed,1 Bath,153 m²,Semi-D
"€385,000","20 Treepark Drive, Tallaght, Dublin 24",3 Bed,2 Bath,101 m²,Semi-D
"€365,000","430 Olcovar, Shankill, Dublin 18",2 Bed,2 Bath,84 m²,Apartment
"€430,000","28 The Rise, Skerries Rock, Skerries, Co. Dublin",3 Bed,2 Bath,96 m²,Semi-D
